Track_ID,Track_Name,Track_Artist,Preview_URL
6FwiZxKXipsyGw2CVZOzol,High End (feat. Future & Young Thug),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z'}, 'href': 'https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z', 'id': '7bXgB6jMjp9ATFy66eO08Z', 'name': 'Chris Brown', 'type': 'artist', 'uri': 'spotify:artist:7bXgB6jMjp9ATFy66eO08Z'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1RyvyyTE3xzB2ZywiAwp0i'}, 'href': 'https://api.spotify.com/v1/artists/1RyvyyTE3xzB2ZywiAwp0i', 'id': '1RyvyyTE3xzB2ZywiAwp0i', 'name': 'Future', 'type': 'artist', 'uri': 'spotify:artist:1RyvyyTE3xzB2ZywiAwp0i'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn'}, 'href': 'https://api.spotify.com/v1/artists/50co4Is1HCEo8bhOyUWKpn', 'id': '50co4Is1HCEo8bhOyUWKpn', 'name': 'Young Thug', 'type': 'artist', 'uri': 'spotify:artist:50co4Is1HCEo8bhOyUWKpn'}]",https://p.scdn.co/mp3-preview/095c564b9c4131641ad95435df3d68070a2f0549?cid=57daa17ab8e544dcab420c4b154c56d9
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop'}, 'href': 'https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop', 'id': '137W8MRPWKqSmrBGDBFSop', 'name': 'Wiz Khalifa', 'type': 'artist', 'uri': 'spotify:artist:137W8MRPWKqSmrBGDBFSop'}]",https://p.scdn.co/mp3-preview/743b231f046440a6076fef4bb670f133d05651fc?cid=57daa17ab8e544dcab420c4b154c56d9
1zyqzNCst6eflAzFsWf7xe,100's (feat. Chief Keef & A.E.),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5LHRHt1k9lMyONurDHEdrp'}, 'href': 'https://api.spotify.com/v1/artists/5LHRHt1k9lMyONurDHEdrp', 'id': '5LHRHt1k9lMyONurDHEdrp', 'name': 'Tyga', 'type': 'artist', 'uri': 'spotify:artist:5LHRHt1k9lMyONurDHEdrp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/15iVAtD3s3FsQR4w1v6M0P'}, 'href': 'https://api.spotify.com/v1/artists/15iVAtD3s3FsQR4w1v6M0P', 'id': '15iVAtD3s3FsQR4w1v6M0P', 'name': 'Chief Keef', 'type': 'artist', 'uri': 'spotify:artist:15iVAtD3s3FsQR4w1v6M0P'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2YQU63wXx4YWpWIEfQ2OAY'}, 'href': 'https://api.spotify.com/v1/artists/2YQU63wXx4YWpWIEfQ2OAY', 'id': '2YQU63wXx4YWpWIEfQ2OAY', 'name': 'A.E.', 'type': 'artist', 'uri': 'spotify:artist:2YQU63wXx4YWpWIEfQ2OAY'}]",https://p.scdn.co/mp3-preview/9a6d4c96246ed94c46a90c13bdf93b51e0e4b8c4?cid=57daa17ab8e544dcab420c4b154c56d9
158DIbrVt4YbqNnWyRCS3P,Hate Me Now (feat. Puff Daddy),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/20qISvAhX20dpIbOOzGK3q'}, 'href': 'https://api.spotify.com/v1/artists/20qISvAhX20dpIbOOzGK3q', 'id': '20qISvAhX20dpIbOOzGK3q', 'name': 'Nas', 'type': 'artist', 'uri': 'spotify:artist:20qISvAhX20dpIbOOzGK3q'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA'}, 'href': 'https://api.spotify.com/v1/artists/59wfkuBoNyhDMQGCljbUbA', 'id': '59wfkuBoNyhDMQGCljbUbA', 'name': 'Diddy', 'type': 'artist', 'uri': 'spotify:artist:59wfkuBoNyhDMQGCljbUbA'}]",https://p.scdn.co/mp3-preview/c8447a16cd136d28ac5866c582634b521c6074c0?cid=57daa17ab8e544dcab420c4b154c56d9
4dVpf9jZjcORqGTLUaeYj9,Plain Jane,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5dHt1vcEm9qb8fCyLcB3HL'}, 'href': 'https://api.spotify.com/v1/artists/5dHt1vcEm9qb8fCyLcB3HL', 'id': '5dHt1vcEm9qb8fCyLcB3HL', 'name': 'A$AP Ferg', 'type': 'artist', 'uri': 'spotify:artist:5dHt1vcEm9qb8fCyLcB3HL'}]",https://p.scdn.co/mp3-preview/044999082327cc7c53905cdecff0630705109d65?cid=57daa17ab8e544dcab420c4b154c56d9
3eze1OsZ1rqeXkKStNfTmi,Juke Jam (feat. Justin Bieber & Towkio),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1anyVhU62p31KFi8MEzkbf'}, 'href': 'https://api.spotify.com/v1/artists/1anyVhU62p31KFi8MEzkbf', 'id': '1anyVhU62p31KFi8MEzkbf', 'name': 'Chance the Rapper', 'type': 'artist', 'uri': 'spotify:artist:1anyVhU62p31KFi8MEzkbf'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s'}, 'href': 'https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s', 'id': '1uNFoZAHBGtllmzznpCI3s', 'name': 'Justin Bieber', 'type': 'artist', 'uri': 'spotify:artist:1uNFoZAHBGtllmzznpCI3s'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/23sYU61n9f1CzYi8NJhAXS'}, 'href': 'https://api.spotify.com/v1/artists/23sYU61n9f1CzYi8NJhAXS', 'id': '23sYU61n9f1CzYi8NJhAXS', 'name': 'Towkio', 'type': 'artist', 'uri': 'spotify:artist:23sYU61n9f1CzYi8NJhAXS'}]",https://p.scdn.co/mp3-preview/c60b5e2b4e87e46243c83c1fa0c3a5f0cb2f890b?cid=57daa17ab8e544dcab420c4b154c56d9
3wUX7HpXS382s1DHTRouVk,We The People....,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/09hVIj6vWgoCDtT03h8ZCa'}, 'href': 'https://api.spotify.com/v1/artists/09hVIj6vWgoCDtT03h8ZCa', 'id': '09hVIj6vWgoCDtT03h8ZCa', 'name': 'A Tribe Called Quest', 'type': 'artist', 'uri': 'spotify:artist:09hVIj6vWgoCDtT03h8ZCa'}]",https://p.scdn.co/mp3-preview/33d620e9e6fc1896f1c8bd6292b325f05030aad1?cid=57daa17ab8e544dcab420c4b154c56d9
27AHAtAirQapVldIm4c9ZX,Jump,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/2zrZfs23sjuHDv4E6YRmNf'}, 'href': 'https://api.spotify.com/v1/artists/2zrZfs23sjuHDv4E6YRmNf', 'id': '2zrZfs23sjuHDv4E6YRmNf', 'name': 'Kris Kross', 'type': 'artist', 'uri': 'spotify:artist:2zrZfs23sjuHDv4E6YRmNf'}]",https://p.scdn.co/mp3-preview/048216266ed154b08ed225829b61aaaaff8e5b93?cid=57daa17ab8e544dcab420c4b154c56d9
2LvRR121MWFmmEGkuV2vQP,HeadBand (feat. 2 Chainz),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5ndkK3dpZLKtBklKjxNQwT'}, 'href': 'https://api.spotify.com/v1/artists/5ndkK3dpZLKtBklKjxNQwT', 'id': '5ndkK3dpZLKtBklKjxNQwT', 'name': 'B.o.B', 'type': 'artist', 'uri': 'spotify:artist:5ndkK3dpZLKtBklKjxNQwT'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/17lzZA2AlOHwCwFALHttmp'}, 'href': 'https://api.spotify.com/v1/artists/17lzZA2AlOHwCwFALHttmp', 'id': '17lzZA2AlOHwCwFALHttmp', 'name': '2 Chainz', 'type': 'artist', 'uri': 'spotify:artist:17lzZA2AlOHwCwFALHttmp'}]",https://p.scdn.co/mp3-preview/23eff46bddf98cbf453cd697ce3665ed1931ecbc?cid=57daa17ab8e544dcab420c4b154c56d9
0dNiLb9FEHrRK7VFDJctiR,Ain't No Half-Steppin',"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6futYSDVulYR2PktBjTB5W'}, 'href': 'https://api.spotify.com/v1/artists/6futYSDVulYR2PktBjTB5W', 'id': '6futYSDVulYR2PktBjTB5W', 'name': 'Big Daddy Kane', 'type': 'artist', 'uri': 'spotify:artist:6futYSDVulYR2PktBjTB5W'}]",https://p.scdn.co/mp3-preview/9e0241178a2a399180f7440cdaa614ad68a1b2a4?cid=57daa17ab8e544dcab420c4b154c56d9
1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/31W5EY0aAly4Qieq6OFu6I'}, 'href': 'https://api.spotify.com/v1/artists/31W5EY0aAly4Qieq6OFu6I', 'id': '31W5EY0aAly4Qieq6OFu6I', 'name': 'A Boogie Wit da Hoodie', 'type': 'artist', 'uri': 'spotify:artist:31W5EY0aAly4Qieq6OFu6I'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7'}, 'href': 'https://api.spotify.com/v1/artists/46SHBwWsqBkxI7EeeBEQG7', 'id': '46SHBwWsqBkxI7EeeBEQG7', 'name': 'Kodak Black', 'type': 'artist', 'uri': 'spotify:artist:46SHBwWsqBkxI7EeeBEQG7'}]",https://p.scdn.co/mp3-preview/eddebe070cb8339e7f04ca7dce27052d090e277f?cid=57daa17ab8e544dcab420c4b154c56d9
0tdCy39PgWN8LFWu34ORn3,Rap Saved Me,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW'}, 'href': 'https://api.spotify.com/v1/artists/4DdkRBBYG6Yk9Ka8tdJ9BW', 'id': '4DdkRBBYG6Yk9Ka8tdJ9BW', 'name': 'Offset', 'type': 'artist', 'uri': 'spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0iEtIxbK0KxaSlF7G42ZOp'}, 'href': 'https://api.spotify.com/v1/artists/0iEtIxbK0KxaSlF7G42ZOp', 'id': '0iEtIxbK0KxaSlF7G42ZOp', 'name': 'Metro Boomin', 'type': 'artist', 'uri': 'spotify:artist:0iEtIxbK0KxaSlF7G42ZOp'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0VRj0yCOv2FXJNP47XQnx5'}, 'href': 'https://api.spotify.com/v1/artists/0VRj0yCOv2FXJNP47XQnx5', 'id': '0VRj0yCOv2FXJNP47XQnx5', 'name': 'Quavo', 'type': 'artist', 'uri': 'spotify:artist:0VRj0yCOv2FXJNP47XQnx5'}]",https://p.scdn.co/mp3-preview/1d4d1712eb26ceb69a462279d8f208883fa28dd0?cid=57daa17ab8e544dcab420c4b154c56d9
4hBP52kkuHWfdVJ2a1o2aK,I'm Sprung (feat. Kool Savas) - German Remix,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3aQeKQSyrW4qWr35idm0cy'}, 'href': 'https://api.spotify.com/v1/artists/3aQeKQSyrW4qWr35idm0cy', 'id': '3aQeKQSyrW4qWr35idm0cy', 'name': 'T-Pain', 'type': 'artist', 'uri': 'spotify:artist:3aQeKQSyrW4qWr35idm0cy'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1SUu1Bi7ev9HbOzyVC77qD'}, 'href': 'https://api.spotify.com/v1/artists/1SUu1Bi7ev9HbOzyVC77qD', 'id': '1SUu1Bi7ev9HbOzyVC77qD', 'name': 'Kool Savas', 'type': 'artist', 'uri': 'spotify:artist:1SUu1Bi7ev9HbOzyVC77qD'}]",https://p.scdn.co/mp3-preview/aeb9009c05c850e7a317c31c36fc64644fdda586?cid=57daa17ab8e544dcab420c4b154c56d9
4yBocB472ltALbHjm4qYYC,Adrenaline Rush,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6vbY3hOaCAhC7VjucswgdS'}, 'href': 'https://api.spotify.com/v1/artists/6vbY3hOaCAhC7VjucswgdS', 'id': '6vbY3hOaCAhC7VjucswgdS', 'name': 'Twista', 'type': 'artist', 'uri': 'spotify:artist:6vbY3hOaCAhC7VjucswgdS'}]",https://p.scdn.co/mp3-preview/953215544869946f41ec5216cb01dedffb72eeef?cid=57daa17ab8e544dcab420c4b154c56d9
2hJWZvTw4QVBwC14ZNs1Ib,Flex Like Ouu,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3wyVrVrFCkukjdVIdirGVY'}, 'href': 'https://api.spotify.com/v1/artists/3wyVrVrFCkukjdVIdirGVY', 'id': '3wyVrVrFCkukjdVIdirGVY', 'name': 'Lil Pump', 'type': 'artist', 'uri': 'spotify:artist:3wyVrVrFCkukjdVIdirGVY'}]",https://p.scdn.co/mp3-preview/1afcb05d94f68a568f11ef03fec3844f0c7534c4?cid=57daa17ab8e544dcab420c4b154c56d9
1tyjWMMINb9S0YBynTvJ7s,"No Flag (feat. Nicki Minaj, 21 Savage & Offset)","[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5Nf5yishRW9Ye174sJISkg'}, 'href': 'https://api.spotify.com/v1/artists/5Nf5yishRW9Ye174sJISkg', 'id': '5Nf5yishRW9Ye174sJISkg', 'name': 'London On Da Track', 'type': 'artist', 'uri': 'spotify:artist:5Nf5yishRW9Ye174sJISkg'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh'}, 'href': 'https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh', 'id': '0hCNtLu0JehylgoiP8L4Gh', 'name': 'Nicki Minaj', 'type': 'artist', 'uri': 'spotify:artist:0hCNtLu0JehylgoiP8L4Gh'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1URnnhqYAYcrqrcwql10ft'}, 'href': 'https://api.spotify.com/v1/artists/1URnnhqYAYcrqrcwql10ft', 'id': '1URnnhqYAYcrqrcwql10ft', 'name': '21 Savage', 'type': 'artist', 'uri': 'spotify:artist:1URnnhqYAYcrqrcwql10ft'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4DdkRBBYG6Yk9Ka8tdJ9BW'}, 'href': 'https://api.spotify.com/v1/artists/4DdkRBBYG6Yk9Ka8tdJ9BW', 'id': '4DdkRBBYG6Yk9Ka8tdJ9BW', 'name': 'Offset', 'type': 'artist', 'uri': 'spotify:artist:4DdkRBBYG6Yk9Ka8tdJ9BW'}]",https://p.scdn.co/mp3-preview/c7496347f70fa3d5ccdd99234e582caf8cdda58b?cid=57daa17ab8e544dcab420c4b154c56d9
49VzL5oBsUICN7U34T98b9,Instinct (feat. MadeinTYO),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7mDU6nMUJnOSY2Hkjz5oqM'}, 'href': 'https://api.spotify.com/v1/artists/7mDU6nMUJnOSY2Hkjz5oqM', 'id': '7mDU6nMUJnOSY2Hkjz5oqM', 'name': 'Roy Woods', 'type': 'artist', 'uri': 'spotify:artist:7mDU6nMUJnOSY2Hkjz5oqM'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5SyGEPymt1G2uto47tVWvZ'}, 'href': 'https://api.spotify.com/v1/artists/5SyGEPymt1G2uto47tVWvZ', 'id': '5SyGEPymt1G2uto47tVWvZ', 'name': 'MadeinTYO', 'type': 'artist', 'uri': 'spotify:artist:5SyGEPymt1G2uto47tVWvZ'}]",https://p.scdn.co/mp3-preview/763e76af405c851dd9f057706e39be8831f5dc11?cid=57daa17ab8e544dcab420c4b154c56d9
2AYTGaclgKXACh13nJRVcV,All The Way Up (Remix),"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3ScY9CQxNLQei8Umvpx5g6'}, 'href': 'https://api.spotify.com/v1/artists/3ScY9CQxNLQei8Umvpx5g6', 'id': '3ScY9CQxNLQei8Umvpx5g6', 'name': 'Fat Joe', 'type': 'artist', 'uri': 'spotify:artist:3ScY9CQxNLQei8Umvpx5g6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/39mHYiNmLR7p8PXNG8Wll6'}, 'href': 'https://api.spotify.com/v1/artists/39mHYiNmLR7p8PXNG8Wll6', 'id': '39mHYiNmLR7p8PXNG8Wll6', 'name': 'Remy Ma', 'type': 'artist', 'uri': 'spotify:artist:39mHYiNmLR7p8PXNG8Wll6'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3nFkdlSjzX9mRTtwJOzDYB'}, 'href': 'https://api.spotify.com/v1/artists/3nFkdlSjzX9mRTtwJOzDYB', 'id': '3nFkdlSjzX9mRTtwJOzDYB', 'name': 'JAY-Z', 'type': 'artist', 'uri': 'spotify:artist:3nFkdlSjzX9mRTtwJOzDYB'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6vXTefBL93Dj5IqAWq6OTv'}, 'href': 'https://api.spotify.com/v1/artists/6vXTefBL93Dj5IqAWq6OTv', 'id': '6vXTefBL93Dj5IqAWq6OTv', 'name': 'French Montana', 'type': 'artist', 'uri': 'spotify:artist:6vXTefBL93Dj5IqAWq6OTv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4R529xQ7WQfRpSEXaHFbRg'}, 'href': 'https://api.spotify.com/v1/artists/4R529xQ7WQfRpSEXaHFbRg', 'id': '4R529xQ7WQfRpSEXaHFbRg', 'name': 'InfaRed', 'type': 'artist', 'uri': 'spotify:artist:4R529xQ7WQfRpSEXaHFbRg'}]",https://p.scdn.co/mp3-preview/f07e16151911f35b9eb03a64c0cec0f1ee1a1263?cid=57daa17ab8e544dcab420c4b154c56d9
